train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season
73092,Antyodaya Superfast,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-02-06 16:05:00,2024-02-06 16:17:00,2024-02-07 00:43:00,2024-02-07 00:52:00,12.0,Superfast,2024-02-06,Winter
89131,Jan Shatabdi Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-05-05 21:30:00,2025-05-05 21:33:00,2025-05-06 13:56:00,2025-05-06 13:56:00,3.0,Express,2025-05-05,Summer
59797,Gatimaan Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-03-06 15:00:00,2024-03-06 15:05:00,2024-03-07 04:15:00,2024-03-07 04:30:00,5.0,Express,2024-03-06,Summer
88104,Gatimaan Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-02-27 17:20:00,2025-02-27 17:24:00,2025-02-28 11:17:00,2025-02-28 11:22:00,4.0,Express,2025-02-27,Winter
44718,Tejas Passenger,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-01-13 12:00:00,2025-01-13 12:02:00,2025-01-14 00:33:00,2025-01-14 00:41:00,2.0,Passenger,2025-01-13,Winter
62772,Mail Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-10-22 21:25:00,2025-10-22 21:41:00,2025-10-23 07:26:00,2025-10-23 07:40:00,16.0,Express,2025-10-22,Post-Monsoon
30969,Antyodaya Superfast,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-06-19 13:15:00,2025-06-19 13:55:00,2025-06-20 01:16:00,2025-06-20 01:59:00,40.0,Superfast,2025-06-19,Monsoon
88504,Kisan Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-10-02 07:40:00,2024-10-02 07:57:00,2024-10-02 19:56:00,2024-10-02 20:14:00,17.0,Passenger,2024-10-02,Post-Monsoon
99593,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-01-31 06:35:00,2024-01-31 06:54:00,2024-01-31 17:28:00,2024-01-31 17:56:00,19.0,Express,2024-01-31,Winter
44522,Sampark Kranti Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-05-18 18:10:00,2024-05-18 18:27:00,2024-05-19 19:08:00,2024-05-19 19:25:00,17.0,Passenger,2024-05-18,Summer
31798,Gatimaan Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-12-22 11:55:00,2025-12-22 11:57:00,2025-12-23 03:26:00,2025-12-23 03:33:00,2.0,Express,2025-12-22,Winter
81482,Antyodaya Superfast,Guwahati,New Delhi,Guwahati → New Delhi,2025-08-18 17:45:00,2025-08-18 18:04:00,2025-08-18 23:43:00,2025-08-18 23:58:00,19.0,Superfast,2025-08-18,Monsoon
53309,Vande Bharat Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2024-12-09 22:25:00,2024-12-09 22:30:00,2024-12-10 08:15:00,2024-12-10 08:20:00,5.0,Passenger,2024-12-09,Winter
48469,Vivek Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-08-05 06:40:00,2025-08-05 06:43:00,2025-08-05 10:38:00,2025-08-05 10:38:00,3.0,Superfast,2025-08-05,Monsoon
47930,Kisan Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-10-20 17:30:00,2024-10-20 17:53:00,2024-10-21 05:28:00,2024-10-21 05:50:00,23.0,Superfast,2024-10-20,Post-Monsoon
26361,AC Express Passenger,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-09-05 05:35:00,2025-09-05 05:42:00,2025-09-06 00:04:00,2025-09-06 00:19:00,7.0,Passenger,2025-09-05,Post-Monsoon
52487,Passenger Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-08-25 14:10:00,2025-08-25 14:29:00,2025-08-25 20:02:00,2025-08-25 20:17:00,19.0,Express,2025-08-25,Monsoon
71213,Vande Bharat Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-03-31 21:55:00,2024-03-31 22:09:00,2024-04-01 13:08:00,2024-04-01 13:17:00,14.0,Express,2024-03-31,Summer
66498,Garib Rath Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-08-29 15:35:00,2024-08-29 15:50:00,2024-08-30 13:07:00,2024-08-30 13:19:00,15.0,Passenger,2024-08-29,Monsoon
11934,Mail Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-09-21 07:20:00,2024-09-21 07:32:00,2024-09-21 11:44:00,2024-09-21 11:52:00,12.0,Express,2024-09-21,Post-Monsoon
80284,Gatimaan Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-04-08 20:55:00,2025-04-08 20:58:00,2025-04-09 06:29:00,2025-04-09 06:35:00,3.0,Express,2025-04-08,Summer
15695,Kisan Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-12-21 19:45:00,2025-12-21 19:52:00,2025-12-22 11:22:00,2025-12-22 11:24:00,7.0,Express,2025-12-21,Winter
67422,Express Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-07-23 19:55:00,2025-07-23 20:00:00,2025-07-24 20:43:00,2025-07-24 20:47:00,5.0,Passenger,2025-07-23,Monsoon
16006,Shatabdi Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-08-05 09:30:00,2024-08-05 09:45:00,2024-08-05 19:57:00,2024-08-05 20:17:00,15.0,Superfast,2024-08-05,Monsoon
99192,Passenger Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-08-09 06:50:00,2025-08-09 06:54:00,2025-08-09 15:41:00,2025-08-09 15:41:00,4.0,Express,2025-08-09,Monsoon
70637,Garib Rath Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-04-21 09:05:00,2025-04-21 09:06:00,2025-04-22 02:56:00,2025-04-22 03:06:00,1.0,Express,2025-04-21,Summer
34050,Mail Superfast,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-03-10 15:25:00,2024-03-10 15:49:00,2024-03-11 01:12:00,2024-03-11 01:37:00,24.0,Superfast,2024-03-10,Summer
22899,Garib Rath Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-07-10 06:25:00,2025-07-10 06:36:00,2025-07-10 17:03:00,2025-07-10 17:11:00,11.0,Superfast,2025-07-10,Monsoon
42098,Superfast Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-11-27 16:15:00,2025-11-27 16:21:00,2025-11-27 22:07:00,2025-11-27 22:17:00,6.0,Express,2025-11-27,Post-Monsoon
19071,Mail Passenger,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2025-08-18 06:10:00,2025-08-18 06:25:00,2025-08-18 16:00:00,2025-08-18 16:22:00,15.0,Passenger,2025-08-18,Monsoon
44993,Kisan Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-08-21 09:30:00,2024-08-21 10:02:00,2024-08-22 05:28:00,2024-08-22 06:08:00,32.0,Passenger,2024-08-21,Monsoon
17331,Mail Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-05-29 08:35:00,2025-05-29 09:01:00,2025-05-30 09:27:00,2025-05-30 09:54:00,26.0,Passenger,2025-05-29,Summer
46421,Garib Rath Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-05-13 15:25:00,2025-05-13 15:43:00,2025-05-13 22:07:00,2025-05-13 22:27:00,18.0,Express,2025-05-13,Summer
80381,Mail Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-06-04 10:30:00,2024-06-04 10:30:00,2024-06-04 16:04:00,2024-06-04 16:12:00,0.0,Express,2024-06-04,Monsoon
59672,Sampark Kranti Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-08-15 16:00:00,2025-08-15 16:52:00,2025-08-16 00:49:00,2025-08-16 01:45:00,52.0,Passenger,2025-08-15,Monsoon
82512,Tejas Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-06-22 12:50:00,2025-06-22 13:29:00,2025-06-23 05:24:00,2025-06-23 05:58:00,39.0,Express,2025-06-22,Monsoon
69638,Rajdhani Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-08-02 14:00:00,2025-08-02 14:42:00,2025-08-03 08:08:00,2025-08-03 08:57:00,42.0,Passenger,2025-08-02,Monsoon
82132,Superfast Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-09-22 22:15:00,2025-09-22 22:31:00,2025-09-23 13:56:00,2025-09-23 14:19:00,16.0,Express,2025-09-22,Post-Monsoon
71213,Mail Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-06-19 11:25:00,2025-06-19 11:27:00,2025-06-20 02:51:00,2025-06-20 02:57:00,2.0,Express,2025-06-19,Monsoon
24592,Kisan Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-10-25 06:15:00,2024-10-25 06:25:00,2024-10-25 15:00:00,2024-10-25 15:14:00,10.0,Express,2024-10-25,Post-Monsoon
47930,Gatimaan Passenger,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-09-25 22:45:00,2025-09-25 23:15:00,2025-09-26 06:21:00,2025-09-26 06:52:00,30.0,Passenger,2025-09-25,Post-Monsoon
97684,Passenger Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-09-08 20:20:00,2025-09-08 20:38:00,2025-09-09 14:04:00,2025-09-09 14:29:00,18.0,Passenger,2025-09-08,Post-Monsoon
59735,Uday Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-12-15 16:45:00,2025-12-15 16:45:00,2025-12-15 21:30:00,2025-12-15 21:36:00,0.0,Express,2025-12-15,Winter
65392,Duronto Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-07-08 17:55:00,2024-07-08 17:55:00,2024-07-09 00:20:00,2024-07-09 00:30:00,0.0,Passenger,2024-07-08,Monsoon
58520,Jan Shatabdi Superfast,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-06-22 11:35:00,2024-06-22 11:42:00,2024-06-22 22:50:00,2024-06-22 22:54:00,7.0,Superfast,2024-06-22,Monsoon
87236,Gatimaan Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-05-20 13:20:00,2024-05-20 13:20:00,2024-05-20 22:27:00,2024-05-20 22:27:00,0.0,Express,2024-05-20,Summer
76784,AC Express Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-04-15 15:00:00,2025-04-15 15:30:00,2025-04-16 01:41:00,2025-04-16 02:06:00,30.0,Passenger,2025-04-15,Summer
93886,Passenger Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-06-02 08:50:00,2024-06-02 09:17:00,2024-06-02 16:30:00,2024-06-02 17:02:00,27.0,Express,2024-06-02,Monsoon
99593,Jan Shatabdi Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-03-28 07:30:00,2024-03-28 07:30:00,2024-03-28 17:17:00,2024-03-28 17:23:00,0.0,Passenger,2024-03-28,Summer
99593,Shatabdi Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-05-14 07:30:00,2024-05-14 07:32:00,2024-05-14 16:33:00,2024-05-14 16:44:00,2.0,Passenger,2024-05-14,Summer
40512,Garib Rath Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-11-10 09:15:00,2024-11-10 09:35:00,2024-11-10 13:20:00,2024-11-10 13:48:00,20.0,Superfast,2024-11-10,Post-Monsoon
17331,Vivek Superfast,New Delhi,Dehradun,New Delhi → Dehradun,2024-06-15 17:50:00,2024-06-15 18:40:00,2024-06-16 05:08:00,2024-06-16 06:06:00,50.0,Superfast,2024-06-15,Monsoon
37760,Tejas Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-10-04 18:30:00,2025-10-04 18:44:00,2025-10-05 05:34:00,2025-10-05 05:45:00,14.0,Express,2025-10-04,Post-Monsoon
23396,AC Express Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-06-28 10:40:00,2025-06-28 10:45:00,2025-06-28 19:16:00,2025-06-28 19:30:00,5.0,Passenger,2025-06-28,Monsoon
10851,Kisan Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-04-05 06:15:00,2024-04-05 06:32:00,2024-04-05 16:41:00,2024-04-05 17:04:00,17.0,Superfast,2024-04-05,Summer
92719,Sampark Kranti Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-06-10 15:25:00,2025-06-10 15:46:00,2025-06-11 09:36:00,2025-06-11 10:00:00,21.0,Express,2025-06-10,Monsoon
99733,Kisan Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-10-03 05:10:00,2025-10-03 05:17:00,2025-10-03 11:23:00,2025-10-03 11:36:00,7.0,Passenger,2025-10-03,Post-Monsoon
25860,Garib Rath Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-06-15 09:55:00,2025-06-15 10:02:00,2025-06-15 22:06:00,2025-06-15 22:19:00,7.0,Superfast,2025-06-15,Monsoon
14207,Intercity Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-12-05 06:10:00,2024-12-05 06:17:00,2024-12-05 20:22:00,2024-12-05 20:39:00,7.0,Express,2024-12-05,Winter
59823,Mail Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-06-12 08:30:00,2024-06-12 08:30:00,2024-06-13 09:00:00,2024-06-13 09:09:00,0.0,Passenger,2024-06-12,Monsoon
28289,Mail Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-05-23 16:40:00,2025-05-23 16:47:00,2025-05-24 15:30:00,2025-05-24 15:40:00,7.0,Passenger,2025-05-23,Summer
25014,Passenger Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-09-03 21:00:00,2024-09-03 21:10:00,2024-09-04 11:56:00,2024-09-04 12:09:00,10.0,Express,2024-09-03,Post-Monsoon
40982,Mail Superfast,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-03-26 06:15:00,2025-03-26 06:19:00,2025-03-26 10:18:00,2025-03-26 10:24:00,4.0,Superfast,2025-03-26,Summer
22156,AC Express Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-07-06 21:00:00,2025-07-06 21:42:00,2025-07-07 11:21:00,2025-07-07 12:02:00,42.0,Express,2025-07-06,Monsoon
64987,Passenger Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-06-06 06:25:00,2024-06-06 06:48:00,2024-06-06 10:52:00,2024-06-06 11:12:00,23.0,Express,2024-06-06,Monsoon
42325,Antyodaya Superfast,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-03-11 19:20:00,2024-03-11 19:40:00,2024-03-12 01:40:00,2024-03-12 01:57:00,20.0,Superfast,2024-03-11,Summer
14165,Jan Shatabdi Superfast,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-04-13 08:05:00,2025-04-13 08:20:00,2025-04-13 18:50:00,2025-04-13 19:09:00,15.0,Superfast,2025-04-13,Summer
96474,Passenger Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-11-26 05:25:00,2025-11-26 05:34:00,2025-11-26 22:48:00,2025-11-26 22:52:00,9.0,Express,2025-11-26,Post-Monsoon
91959,Garib Rath Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-08-07 05:00:00,2025-08-07 05:40:00,2025-08-07 23:24:00,2025-08-08 00:05:00,40.0,Express,2025-08-07,Monsoon
38785,Duronto Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-09-21 22:10:00,2024-09-21 22:22:00,2024-09-22 13:07:00,2024-09-22 13:24:00,12.0,Express,2024-09-21,Post-Monsoon
26361,Vivek Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-07-25 16:10:00,2025-07-25 16:38:00,2025-07-25 23:48:00,2025-07-26 00:23:00,28.0,Express,2025-07-25,Monsoon
48469,Vivek Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-08-05 06:40:00,2025-08-05 06:43:00,2025-08-05 10:38:00,2025-08-05 10:38:00,3.0,Superfast,2025-08-05,Monsoon
81426,Tejas Express,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2024-12-31 14:30:00,2024-12-31 15:14:00,2025-01-01 02:42:00,2025-01-01 03:31:00,44.0,Express,2024-12-31,Winter
92719,Jan Shatabdi Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-01-01 14:35:00,2024-01-01 14:59:00,2024-01-02 02:32:00,2024-01-02 02:59:00,24.0,Express,2024-01-01,Winter
46463,Duronto Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-05-17 17:15:00,2024-05-17 17:17:00,2024-05-18 07:28:00,2024-05-18 07:35:00,2.0,Passenger,2024-05-17,Summer
27342,Duronto Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-10-10 18:55:00,2024-10-10 18:55:00,2024-10-11 11:11:00,2024-10-11 11:11:00,0.0,Passenger,2024-10-10,Post-Monsoon
79163,Superfast Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-11-06 16:05:00,2025-11-06 16:08:00,2025-11-06 22:23:00,2025-11-06 22:33:00,3.0,Passenger,2025-11-06,Post-Monsoon
36062,Jan Shatabdi Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-06-28 19:55:00,2024-06-28 21:17:00,2024-06-29 07:35:00,2024-06-29 08:57:00,82.0,Express,2024-06-28,Monsoon
77391,Kisan Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-10-22 08:00:00,2024-10-22 08:00:00,2024-10-23 05:59:00,2024-10-23 05:59:00,0.0,Passenger,2024-10-22,Post-Monsoon
42742,Superfast Superfast,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-03-07 21:45:00,2025-03-07 21:57:00,2025-03-08 03:29:00,2025-03-08 03:38:00,12.0,Superfast,2025-03-07,Summer
16630,Uday Superfast,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-10-29 20:20:00,2024-10-29 20:25:00,2024-10-30 08:02:00,2024-10-30 08:06:00,5.0,Superfast,2024-10-29,Post-Monsoon
36365,Garib Rath Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-11-04 05:15:00,2024-11-04 05:15:00,2024-11-04 18:17:00,2024-11-04 18:20:00,0.0,Passenger,2024-11-04,Post-Monsoon
98039,Duronto Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-05-15 14:55:00,2025-05-15 15:44:00,2025-05-16 04:06:00,2025-05-16 05:02:00,49.0,Express,2025-05-15,Summer
77391,Shatabdi Express,New Delhi,Guwahati,New Delhi → Guwahati,2024-05-04 16:45:00,2024-05-04 17:37:00,2024-05-04 21:46:00,2024-05-04 22:40:00,52.0,Express,2024-05-04,Summer
93320,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-11-25 12:30:00,2025-11-25 13:38:00,2025-11-25 20:06:00,2025-11-25 21:13:00,68.0,Express,2025-11-25,Post-Monsoon
10851,Vande Bharat Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-04-28 06:20:00,2025-04-28 06:38:00,2025-04-28 14:31:00,2025-04-28 14:48:00,18.0,Superfast,2025-04-28,Summer
26361,Humsafar Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-03-02 14:55:00,2025-03-02 15:01:00,2025-03-03 01:05:00,2025-03-03 01:11:00,6.0,Express,2025-03-02,Summer
65302,Tejas Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-11-17 16:55:00,2025-11-17 16:58:00,2025-11-18 01:08:00,2025-11-18 01:12:00,3.0,Superfast,2025-11-17,Post-Monsoon
95180,Sampark Kranti Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-04-08 19:30:00,2025-04-08 19:30:00,2025-04-09 06:53:00,2025-04-09 06:58:00,0.0,Express,2025-04-08,Summer
72296,Express Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-11-19 20:45:00,2024-11-19 20:45:00,2024-11-20 19:50:00,2024-11-20 19:50:00,0.0,Passenger,2024-11-19,Post-Monsoon
86484,Rajdhani Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-09-07 09:50:00,2024-09-07 09:57:00,2024-09-07 20:44:00,2024-09-07 20:57:00,7.0,Superfast,2024-09-07,Post-Monsoon
42098,Vande Bharat Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-06-01 22:00:00,2024-06-01 22:00:00,2024-06-02 15:23:00,2024-06-02 15:23:00,0.0,Express,2024-06-01,Monsoon
95180,Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-06-12 05:10:00,2024-06-12 05:27:00,2024-06-12 22:48:00,2024-06-12 23:14:00,17.0,Express,2024-06-12,Monsoon
52504,Passenger Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-12-14 05:40:00,2025-12-14 05:41:00,2025-12-14 17:12:00,2025-12-14 17:16:00,1.0,Express,2025-12-14,Winter
13478,Duronto Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-10-20 21:30:00,2024-10-20 21:35:00,2024-10-21 06:14:00,2024-10-21 06:26:00,5.0,Superfast,2024-10-20,Post-Monsoon
62350,Duronto Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-02-06 15:25:00,2025-02-06 15:42:00,2025-02-07 02:42:00,2025-02-07 03:01:00,17.0,Express,2025-02-06,Winter
88907,Express Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-03-31 14:25:00,2024-03-31 14:28:00,2024-04-01 09:25:00,2024-04-01 09:30:00,3.0,Passenger,2024-03-31,Summer
49117,Mail Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-10-04 07:45:00,2024-10-04 07:45:00,2024-10-04 16:52:00,2024-10-04 16:52:00,0.0,Express,2024-10-04,Post-Monsoon
19305,Humsafar Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-06-24 05:40:00,2024-06-24 05:49:00,2024-06-24 17:15:00,2024-06-24 17:20:00,9.0,Express,2024-06-24,Monsoon
80644,Antyodaya Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-02-12 08:25:00,2025-02-12 08:25:00,2025-02-13 06:29:00,2025-02-13 06:32:00,0.0,Passenger,2025-02-12,Winter
23434,Gatimaan Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-08-31 10:30:00,2024-08-31 10:31:00,2024-08-31 19:30:00,2024-08-31 19:41:00,1.0,Express,2024-08-31,Monsoon
84341,Garib Rath Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-11-11 14:40:00,2024-11-11 14:54:00,2024-11-12 14:00:00,2024-11-12 14:09:00,14.0,Passenger,2024-11-11,Post-Monsoon
31798,Shatabdi Superfast,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-05-31 06:50:00,2024-05-31 06:59:00,2024-05-31 13:52:00,2024-05-31 14:00:00,9.0,Superfast,2024-05-31,Summer
73699,Mail Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-04-17 14:30:00,2025-04-17 14:38:00,2025-04-18 13:03:00,2025-04-18 13:19:00,8.0,Passenger,2025-04-17,Summer
18834,Antyodaya Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-09-25 15:20:00,2025-09-25 15:28:00,2025-09-26 01:08:00,2025-09-26 01:17:00,8.0,Superfast,2025-09-25,Post-Monsoon
55082,Vivek Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-08-26 12:40:00,2025-08-26 13:15:00,2025-08-26 20:33:00,2025-08-26 21:15:00,35.0,Passenger,2025-08-26,Monsoon
61173,Intercity Passenger,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-04-07 07:00:00,2025-04-07 07:03:00,2025-04-07 22:01:00,2025-04-07 22:09:00,3.0,Passenger,2025-04-07,Summer
54597,Gatimaan Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-09-01 17:05:00,2025-09-01 17:11:00,2025-09-02 00:58:00,2025-09-02 01:12:00,6.0,Express,2025-09-01,Post-Monsoon
79163,Jan Shatabdi Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-03-10 12:30:00,2024-03-10 13:03:00,2024-03-11 01:53:00,2024-03-11 02:35:00,,Express,2024-03-10,Summer
81482,Antyodaya Superfast,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-08-17 11:30:00,2024-08-17 12:00:00,2024-08-17 16:12:00,2024-08-17 16:50:00,30.0,Superfast,2024-08-17,Monsoon
65296,Duronto Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-11-04 08:00:00,2024-11-04 08:04:00,2024-11-04 15:26:00,2024-11-04 15:39:00,4.0,Express,2024-11-04,Post-Monsoon
97684,Jan Shatabdi Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-01-18 20:25:00,2024-01-18 21:27:00,2024-01-19 03:09:00,2024-01-19 04:17:00,62.0,Superfast,2024-01-18,Winter
89840,Passenger Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-07-03 15:10:00,2025-07-03 15:17:00,2025-07-03 21:53:00,2025-07-03 22:07:00,7.0,Superfast,2025-07-03,Monsoon
92240,Rajdhani Express,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-12-06 12:35:00,2024-12-06 12:43:00,2024-12-07 06:57:00,2024-12-07 07:01:00,8.0,Express,2024-12-06,Winter
87397,Shatabdi Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-06-13 09:50:00,2024-06-13 10:20:00,2024-06-13 21:52:00,2024-06-13 22:21:00,30.0,Express,2024-06-13,Monsoon
17331,Superfast Superfast,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-02-13 14:45:00,2024-02-13 14:51:00,2024-02-13 21:16:00,2024-02-13 21:31:00,6.0,Superfast,2024-02-13,Winter
84341,AC Express Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-07-25 05:10:00,2024-07-25 05:30:00,2024-07-26 01:14:00,2024-07-26 01:41:00,20.0,Passenger,2024-07-25,Monsoon
46509,Jan Shatabdi Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-03-20 06:40:00,2025-03-20 06:57:00,2025-03-20 12:03:00,2025-03-20 12:29:00,17.0,Superfast,2025-03-20,Summer
